Date,Low,Open,Volume,High,Close,Adjusted Close
17-03-1994,0.5416669845581055,0.5625,47085600,0.6197919845581055,0.609375,0.609375
18-03-1994,0.5989580154418945,0.625,9048000,0.6354169845581055,0.6354169845581055,0.6354169845581055
21-03-1994,0.6197919845581055,0.6354169845581055,2292000,0.65625,0.6354169845581055,0.6354169845581055
22-03-1994,0.6354169845581055,0.65625,3621600,0.6666669845581055,0.6354169845581055,0.6354169845581055
23-03-1994,0.625,0.6458330154418945,1608000,0.6458330154418945,0.6354169845581055,0.6354169845581055
24-03-1994,0.625,0.640625,1303200,0.640625,0.640625,0.640625
25-03-1994,0.625,0.640625,1293600,0.6666669845581055,0.6666669845581055,0.6666669845581055
28-03-1994,0.625,0.6666669845581055,2419200,0.6666669845581055,0.6302080154418945,0.6302080154418945
29-03-1994,0.59375,0.6354169845581055,849600,0.6354169845581055,0.59375,0.59375
30-03-1994,0.59375,0.59375,1144800,0.6145830154418945,0.6041669845581055,0.6041669845581055
31-03-1994,0.5625,0.5989580154418945,986400,0.5989580154418945,0.578125,0.578125
04-04-1994,0.5520830154418945,0.5729169845581055,2080800,0.5729169845581055,0.5677080154418945,0.5677080154418945
05-04-1994,0.5625,0.5677080154418945,484800,0.5833330154418945,0.5833330154418945,0.5833330154418945
06-04-1994,0.5833330154418945,0.5885419845581055,436800,0.6041669845581055,0.5885419845581055,0.5885419845581055
07-04-1994,0.5989580154418945,0.6041669845581055,98400,0.6145830154418945,0.6145830154418945,0.6145830154418945
08-04-1994,0.6041669845581055,0.6145830154418945,189600,0.625,0.609375,0.609375
11-04-1994,0.609375,0.625,148800,0.625,0.625,0.625
12-04-1994,0.6145830154418945,0.625,842400,0.6302080154418945,0.6197919845581055,0.6197919845581055
13-04-1994,0.6041669845581055,0.6197919845581055,744000,0.6197919845581055,0.6197919845581055,0.6197919845581055
14-04-1994,0.6041669845581055,0.6041669845581055,16800,0.6145830154418945,0.6145830154418945,0.6145830154418945
15-04-1994,0.59375,0.609375,828000,0.609375,0.609375,0.609375
18-04-1994,0.5885419845581055,0.59375,880800,0.609375,0.6041669845581055,0.6041669845581055
19-04-1994,0.5729169845581055,0.6041669845581055,422400,0.6041669845581055,0.59375,0.59375
20-04-1994,0.5833330154418945,0.5833330154418945,76800,0.59375,0.5833330154418945,0.5833330154418945
21-04-1994,0.5729169845581055,0.5833330154418945,3355200,0.5885419845581055,0.5833330154418945,0.5833330154418945
